id,target
boostcamp-sts-v1-test-069,2.5
boostcamp-sts-v1-test-070,0.1
boostcamp-sts-v1-test-071,3.1
boostcamp-sts-v1-test-072,4.2
boostcamp-sts-v1-test-073,4.1
boostcamp-sts-v1-test-074,0.0
boostcamp-sts-v1-test-075,1.3
boostcamp-sts-v1-test-076,3.4
boostcamp-sts-v1-test-077,1.6
boostcamp-sts-v1-test-078,1.4
boostcamp-sts-v1-test-079,4.2
boostcamp-sts-v1-test-080,0.6
boostcamp-sts-v1-test-081,3.6
boostcamp-sts-v1-test-082,1.1
boostcamp-sts-v1-test-083,2.1
boostcamp-sts-v1-test-084,0.7
boostcamp-sts-v1-test-085,4.3
boostcamp-sts-v1-test-086,4.1
boostcamp-sts-v1-test-087,1.1
boostcamp-sts-v1-test-088,4.0
boostcamp-sts-v1-test-089,3.9
boostcamp-sts-v1-test-090,4.3
boostcamp-sts-v1-test-091,2.1
boostcamp-sts-v1-test-092,0.6
boostcamp-sts-v1-test-093,1.7
boostcamp-sts-v1-test-094,4.1
boostcamp-sts-v1-test-095,1.7
boostcamp-sts-v1-test-096,3.2
boostcamp-sts-v1-test-097,2.7
boostcamp-sts-v1-test-098,0.1
boostcamp-sts-v1-test-099,3.4
boostcamp-sts-v1-test-100,1.8
boostcamp-sts-v1-test-101,4.3
boostcamp-sts-v1-test-102,4.3
boostcamp-sts-v1-test-103,3.6
boostcamp-sts-v1-test-104,4.1
boostcamp-sts-v1-test-105,0.3
boostcamp-sts-v1-test-106,3.4
boostcamp-sts-v1-test-107,3.5
boostcamp-sts-v1-test-108,2.4
boostcamp-sts-v1-test-109,3.8
boostcamp-sts-v1-test-110,3.3
boostcamp-sts-v1-test-111,0.2
boostcamp-sts-v1-test-112,0.0
boostcamp-sts-v1-test-113,2.9
boostcamp-sts-v1-test-114,1.3
boostcamp-sts-v1-test-115,2.1
boostcamp-sts-v1-test-116,0.3
boostcamp-sts-v1-test-117,4.4
boostcamp-sts-v1-test-118,2.0
boostcamp-sts-v1-test-119,3.5
boostcamp-sts-v1-test-120,4.4
boostcamp-sts-v1-test-121,2.0
boostcamp-sts-v1-test-122,2.3
boostcamp-sts-v1-test-123,3.2
boostcamp-sts-v1-test-124,3.6
boostcamp-sts-v1-test-125,0.7
boostcamp-sts-v1-test-126,4.0
boostcamp-sts-v1-test-127,4.2
boostcamp-sts-v1-test-128,4.0
boostcamp-sts-v1-test-129,4.3
boostcamp-sts-v1-test-130,2.3
boostcamp-sts-v1-test-131,4.0
boostcamp-sts-v1-test-132,4.3
boostcamp-sts-v1-test-133,1.1
boostcamp-sts-v1-test-134,4.4
boostcamp-sts-v1-test-135,3.8
boostcamp-sts-v1-test-136,0.3
boostcamp-sts-v1-test-137,3.6
boostcamp-sts-v1-test-138,1.9
boostcamp-sts-v1-test-139,3.1
boostcamp-sts-v1-test-140,4.3
boostcamp-sts-v1-test-141,1.1
boostcamp-sts-v1-test-142,2.3
boostcamp-sts-v1-test-143,4.4
boostcamp-sts-v1-test-144,0.5
boostcamp-sts-v1-test-145,0.1
boostcamp-sts-v1-test-146,0.6
boostcamp-sts-v1-test-147,0.7
boostcamp-sts-v1-test-148,0.3
boostcamp-sts-v1-test-149,4.0
boostcamp-sts-v1-test-150,2.3
boostcamp-sts-v1-test-151,4.3
boostcamp-sts-v1-test-152,1.5
boostcamp-sts-v1-test-153,1.7
boostcamp-sts-v1-test-154,0.6
boostcamp-sts-v1-test-155,0.9
boostcamp-sts-v1-test-156,4.2
boostcamp-sts-v1-test-157,4.4
boostcamp-sts-v1-test-158,4.2
boostcamp-sts-v1-test-159,0.3
boostcamp-sts-v1-test-160,4.2
boostcamp-sts-v1-test-161,0.2
boostcamp-sts-v1-test-162,2.9
boostcamp-sts-v1-test-163,1.5
boostcamp-sts-v1-test-164,3.0
boostcamp-sts-v1-test-165,4.2
boostcamp-sts-v1-test-166,0.5
boostcamp-sts-v1-test-167,3.8
boostcamp-sts-v1-test-168,0.3
boostcamp-sts-v1-test-169,3.9
boostcamp-sts-v1-test-170,3.6
boostcamp-sts-v1-test-171,2.1
boostcamp-sts-v1-test-172,4.3
boostcamp-sts-v1-test-173,1.6
boostcamp-sts-v1-test-174,4.0
boostcamp-sts-v1-test-175,1.4
boostcamp-sts-v1-test-176,0.0
boostcamp-sts-v1-test-177,4.3
boostcamp-sts-v1-test-178,2.1
boostcamp-sts-v1-test-179,4.0
boostcamp-sts-v1-test-180,2.9
boostcamp-sts-v1-test-181,2.5
boostcamp-sts-v1-test-182,1.5
boostcamp-sts-v1-test-183,0.8
boostcamp-sts-v1-test-184,1.2
boostcamp-sts-v1-test-185,4.1
boostcamp-sts-v1-test-186,1.6
boostcamp-sts-v1-test-187,3.8
boostcamp-sts-v1-test-188,0.0
boostcamp-sts-v1-test-189,3.9
boostcamp-sts-v1-test-190,2.0
boostcamp-sts-v1-test-191,0.8
boostcamp-sts-v1-test-192,1.7
boostcamp-sts-v1-test-193,1.2
boostcamp-sts-v1-test-194,2.4
boostcamp-sts-v1-test-195,0.9
boostcamp-sts-v1-test-196,1.4
boostcamp-sts-v1-test-197,4.5
boostcamp-sts-v1-test-198,3.6
boostcamp-sts-v1-test-199,0.5
boostcamp-sts-v1-test-200,3.1
boostcamp-sts-v1-test-201,3.0
boostcamp-sts-v1-test-202,4.3
boostcamp-sts-v1-test-203,0.3
boostcamp-sts-v1-test-204,2.2
boostcamp-sts-v1-test-205,1.6
boostcamp-sts-v1-test-206,1.5
boostcamp-sts-v1-test-207,1.5
boostcamp-sts-v1-test-208,0.7
boostcamp-sts-v1-test-209,3.7
boostcamp-sts-v1-test-210,1.9
boostcamp-sts-v1-test-211,2.8
boostcamp-sts-v1-test-212,0.7
boostcamp-sts-v1-test-213,0.6
boostcamp-sts-v1-test-214,3.9
boostcamp-sts-v1-test-215,3.3
boostcamp-sts-v1-test-216,3.6
boostcamp-sts-v1-test-217,0.8
boostcamp-sts-v1-test-218,1.3
boostcamp-sts-v1-test-219,0.2
boostcamp-sts-v1-test-220,3.5
boostcamp-sts-v1-test-221,3.0
boostcamp-sts-v1-test-222,3.9
boostcamp-sts-v1-test-223,3.2
boostcamp-sts-v1-test-224,4.2
boostcamp-sts-v1-test-225,3.6
boostcamp-sts-v1-test-226,4.0
boostcamp-sts-v1-test-227,3.0
boostcamp-sts-v1-test-228,2.6
boostcamp-sts-v1-test-229,0.2
boostcamp-sts-v1-test-230,1.1
boostcamp-sts-v1-test-231,0.8
boostcamp-sts-v1-test-232,3.6
boostcamp-sts-v1-test-233,0.6
boostcamp-sts-v1-test-234,0.0
boostcamp-sts-v1-test-235,4.0
boostcamp-sts-v1-test-236,1.5
boostcamp-sts-v1-test-237,1.6
boostcamp-sts-v1-test-238,2.0
boostcamp-sts-v1-test-239,2.0
boostcamp-sts-v1-test-240,1.0
boostcamp-sts-v1-test-241,0.8
boostcamp-sts-v1-test-242,0.4
boostcamp-sts-v1-test-243,4.1
boostcamp-sts-v1-test-244,1.5
boostcamp-sts-v1-test-245,4.1
boostcamp-sts-v1-test-246,2.9
boostcamp-sts-v1-test-247,4.2
boostcamp-sts-v1-test-248,4.0
boostcamp-sts-v1-test-249,4.3
boostcamp-sts-v1-test-250,0.6
boostcamp-sts-v1-test-251,0.4
boostcamp-sts-v1-test-252,0.0
boostcamp-sts-v1-test-253,3.7
boostcamp-sts-v1-test-254,3.4
boostcamp-sts-v1-test-255,4.3
boostcamp-sts-v1-test-256,3.7
boostcamp-sts-v1-test-257,1.4
boostcamp-sts-v1-test-258,4.4
boostcamp-sts-v1-test-259,2.7
boostcamp-sts-v1-test-260,4.4
boostcamp-sts-v1-test-261,4.2
boostcamp-sts-v1-test-262,4.2
boostcamp-sts-v1-test-263,4.1
boostcamp-sts-v1-test-264,4.2
boostcamp-sts-v1-test-265,3.3
boostcamp-sts-v1-test-266,4.0
boostcamp-sts-v1-test-267,2.4
boostcamp-sts-v1-test-268,0.7
boostcamp-sts-v1-test-269,0.0
boostcamp-sts-v1-test-270,4.0
boostcamp-sts-v1-test-271,1.4
boostcamp-sts-v1-test-272,2.6
boostcamp-sts-v1-test-273,4.3
boostcamp-sts-v1-test-274,3.9
boostcamp-sts-v1-test-275,4.1
boostcamp-sts-v1-test-276,2.2
boostcamp-sts-v1-test-277,1.1
boostcamp-sts-v1-test-278,2.7
boostcamp-sts-v1-test-279,4.3
boostcamp-sts-v1-test-280,1.1
boostcamp-sts-v1-test-281,3.9
boostcamp-sts-v1-test-282,4.3
boostcamp-sts-v1-test-283,0.0
boostcamp-sts-v1-test-284,3.5
boostcamp-sts-v1-test-285,1.2
boostcamp-sts-v1-test-286,1.0
boostcamp-sts-v1-test-287,3.9
boostcamp-sts-v1-test-288,0.2
boostcamp-sts-v1-test-289,0.0
boostcamp-sts-v1-test-290,1.1
boostcamp-sts-v1-test-291,0.2
boostcamp-sts-v1-test-292,3.6
boostcamp-sts-v1-test-293,3.5
boostcamp-sts-v1-test-294,1.7
boostcamp-sts-v1-test-295,2.6
boostcamp-sts-v1-test-296,3.2
boostcamp-sts-v1-test-297,0.0
boostcamp-sts-v1-test-298,4.5
boostcamp-sts-v1-test-299,0.8
boostcamp-sts-v1-test-300,4.5
boostcamp-sts-v1-test-301,3.1
boostcamp-sts-v1-test-302,0.9
boostcamp-sts-v1-test-303,2.7
boostcamp-sts-v1-test-304,3.7
boostcamp-sts-v1-test-305,1.8
boostcamp-sts-v1-test-306,1.7
boostcamp-sts-v1-test-307,4.5
boostcamp-sts-v1-test-308,0.4
boostcamp-sts-v1-test-309,0.8
boostcamp-sts-v1-test-310,3.8
boostcamp-sts-v1-test-311,2.7
boostcamp-sts-v1-test-312,0.5
boostcamp-sts-v1-test-313,4.3
boostcamp-sts-v1-test-314,2.4
boostcamp-sts-v1-test-315,2.9
boostcamp-sts-v1-test-316,4.2
boostcamp-sts-v1-test-317,1.6
boostcamp-sts-v1-test-318,4.3
boostcamp-sts-v1-test-319,0.7
boostcamp-sts-v1-test-320,0.9
boostcamp-sts-v1-test-321,0.2
boostcamp-sts-v1-test-322,4.0
boostcamp-sts-v1-test-323,0.5
boostcamp-sts-v1-test-324,0.3
boostcamp-sts-v1-test-325,4.3
boostcamp-sts-v1-test-326,3.7
boostcamp-sts-v1-test-327,2.0
boostcamp-sts-v1-test-328,1.7
boostcamp-sts-v1-test-329,0.4
boostcamp-sts-v1-test-330,1.1
boostcamp-sts-v1-test-331,3.8
boostcamp-sts-v1-test-332,3.7
boostcamp-sts-v1-test-333,4.3
boostcamp-sts-v1-test-334,0.9
boostcamp-sts-v1-test-335,4.4
boostcamp-sts-v1-test-336,3.6
boostcamp-sts-v1-test-337,1.0
boostcamp-sts-v1-test-338,4.1
boostcamp-sts-v1-test-339,0.9
boostcamp-sts-v1-test-340,1.2
boostcamp-sts-v1-test-341,4.6
boostcamp-sts-v1-test-342,3.3
boostcamp-sts-v1-test-343,0.7
boostcamp-sts-v1-test-344,4.2
boostcamp-sts-v1-test-345,3.7
boostcamp-sts-v1-test-346,2.4
boostcamp-sts-v1-test-347,2.7
boostcamp-sts-v1-test-348,2.7
boostcamp-sts-v1-test-349,1.3
boostcamp-sts-v1-test-350,4.1
boostcamp-sts-v1-test-351,2.7
boostcamp-sts-v1-test-352,2.4
boostcamp-sts-v1-test-353,0.4
boostcamp-sts-v1-test-354,0.1
boostcamp-sts-v1-test-355,1.3
boostcamp-sts-v1-test-356,4.2
boostcamp-sts-v1-test-357,0.7
boostcamp-sts-v1-test-358,1.3
boostcamp-sts-v1-test-359,3.9
boostcamp-sts-v1-test-360,4.0
boostcamp-sts-v1-test-361,1.2
boostcamp-sts-v1-test-362,2.7
boostcamp-sts-v1-test-363,0.1
boostcamp-sts-v1-test-364,3.4
boostcamp-sts-v1-test-365,4.4
boostcamp-sts-v1-test-366,2.7
boostcamp-sts-v1-test-367,0.2
boostcamp-sts-v1-test-368,0.0
boostcamp-sts-v1-test-369,0.9
boostcamp-sts-v1-test-370,1.0
boostcamp-sts-v1-test-371,3.9
boostcamp-sts-v1-test-372,3.5
boostcamp-sts-v1-test-373,0.1
boostcamp-sts-v1-test-374,0.6
boostcamp-sts-v1-test-375,4.2
boostcamp-sts-v1-test-376,1.6
boostcamp-sts-v1-test-377,2.7
boostcamp-sts-v1-test-378,4.5
boostcamp-sts-v1-test-379,4.3
boostcamp-sts-v1-test-380,1.6
boostcamp-sts-v1-test-381,0.0
boostcamp-sts-v1-test-382,3.4
boostcamp-sts-v1-test-383,2.4
boostcamp-sts-v1-test-384,0.8
boostcamp-sts-v1-test-385,2.2
boostcamp-sts-v1-test-386,3.4
boostcamp-sts-v1-test-387,0.8
boostcamp-sts-v1-test-388,0.6
boostcamp-sts-v1-test-389,2.1
boostcamp-sts-v1-test-390,3.9
boostcamp-sts-v1-test-391,1.5
boostcamp-sts-v1-test-392,0.3
boostcamp-sts-v1-test-393,4.4
boostcamp-sts-v1-test-394,4.1
boostcamp-sts-v1-test-395,3.6
boostcamp-sts-v1-test-396,0.2
boostcamp-sts-v1-test-397,4.1
boostcamp-sts-v1-test-398,1.4
boostcamp-sts-v1-test-399,0.6
boostcamp-sts-v1-test-400,2.5
boostcamp-sts-v1-test-401,1.1
boostcamp-sts-v1-test-402,1.8
boostcamp-sts-v1-test-403,4.3
boostcamp-sts-v1-test-404,4.5
boostcamp-sts-v1-test-405,0.7
boostcamp-sts-v1-test-406,3.8
boostcamp-sts-v1-test-407,1.5
boostcamp-sts-v1-test-408,3.9
boostcamp-sts-v1-test-409,4.4
boostcamp-sts-v1-test-410,3.0
boostcamp-sts-v1-test-411,1.2
boostcamp-sts-v1-test-412,0.8
boostcamp-sts-v1-test-413,3.9
boostcamp-sts-v1-test-414,3.4
boostcamp-sts-v1-test-415,0.4
boostcamp-sts-v1-test-416,2.8
boostcamp-sts-v1-test-417,3.5
boostcamp-sts-v1-test-418,4.1
boostcamp-sts-v1-test-419,1.3
boostcamp-sts-v1-test-420,4.3
boostcamp-sts-v1-test-421,3.5
boostcamp-sts-v1-test-422,3.4
boostcamp-sts-v1-test-423,3.9
boostcamp-sts-v1-test-424,2.4
boostcamp-sts-v1-test-425,1.7
boostcamp-sts-v1-test-426,1.9
boostcamp-sts-v1-test-427,4.3
boostcamp-sts-v1-test-428,3.9
boostcamp-sts-v1-test-429,3.0
boostcamp-sts-v1-test-430,0.4
boostcamp-sts-v1-test-431,1.9
boostcamp-sts-v1-test-432,1.9
boostcamp-sts-v1-test-433,0.8
boostcamp-sts-v1-test-434,0.1
boostcamp-sts-v1-test-435,2.3
boostcamp-sts-v1-test-436,1.2
boostcamp-sts-v1-test-437,1.3
boostcamp-sts-v1-test-438,2.4
boostcamp-sts-v1-test-439,3.1
boostcamp-sts-v1-test-440,0.1
boostcamp-sts-v1-test-441,2.0
boostcamp-sts-v1-test-442,3.5
boostcamp-sts-v1-test-443,1.9
boostcamp-sts-v1-test-444,3.9
boostcamp-sts-v1-test-445,0.4
boostcamp-sts-v1-test-446,3.6
boostcamp-sts-v1-test-447,1.4
boostcamp-sts-v1-test-448,4.0
boostcamp-sts-v1-test-449,3.5
boostcamp-sts-v1-test-450,3.1
boostcamp-sts-v1-test-451,1.1
boostcamp-sts-v1-test-452,4.1
boostcamp-sts-v1-test-453,2.0
boostcamp-sts-v1-test-454,1.8
boostcamp-sts-v1-test-455,1.6
boostcamp-sts-v1-test-456,0.4
boostcamp-sts-v1-test-457,3.0
boostcamp-sts-v1-test-458,0.3
boostcamp-sts-v1-test-459,2.5
boostcamp-sts-v1-test-460,0.0
boostcamp-sts-v1-test-461,4.0
boostcamp-sts-v1-test-462,4.1
boostcamp-sts-v1-test-463,2.8
boostcamp-sts-v1-test-464,0.6
boostcamp-sts-v1-test-465,0.0
boostcamp-sts-v1-test-466,1.6
boostcamp-sts-v1-test-467,3.3
boostcamp-sts-v1-test-468,2.3
boostcamp-sts-v1-test-469,1.3
boostcamp-sts-v1-test-470,2.2
boostcamp-sts-v1-test-471,2.3
boostcamp-sts-v1-test-472,4.3
boostcamp-sts-v1-test-473,1.8
boostcamp-sts-v1-test-474,2.1
boostcamp-sts-v1-test-475,0.1
boostcamp-sts-v1-test-476,4.1
boostcamp-sts-v1-test-477,2.1
boostcamp-sts-v1-test-478,1.7
boostcamp-sts-v1-test-479,1.2
boostcamp-sts-v1-test-480,4.0
boostcamp-sts-v1-test-481,0.8
boostcamp-sts-v1-test-482,4.5
boostcamp-sts-v1-test-483,4.2
boostcamp-sts-v1-test-484,2.7
boostcamp-sts-v1-test-485,3.3
boostcamp-sts-v1-test-486,1.6
boostcamp-sts-v1-test-487,3.4
boostcamp-sts-v1-test-488,0.0
boostcamp-sts-v1-test-489,0.5
boostcamp-sts-v1-test-490,4.0
boostcamp-sts-v1-test-491,2.8
boostcamp-sts-v1-test-492,2.9
boostcamp-sts-v1-test-493,0.3
boostcamp-sts-v1-test-494,3.7
boostcamp-sts-v1-test-495,0.1
boostcamp-sts-v1-test-496,4.3
boostcamp-sts-v1-test-497,4.5
boostcamp-sts-v1-test-498,3.7
boostcamp-sts-v1-test-499,2.3
boostcamp-sts-v1-test-500,0.4
boostcamp-sts-v1-test-501,4.2
boostcamp-sts-v1-test-502,3.8
boostcamp-sts-v1-test-503,0.7
boostcamp-sts-v1-test-504,4.2
boostcamp-sts-v1-test-505,0.7
boostcamp-sts-v1-test-506,0.6
boostcamp-sts-v1-test-507,0.4
boostcamp-sts-v1-test-508,0.2
boostcamp-sts-v1-test-509,3.8
boostcamp-sts-v1-test-510,1.7
boostcamp-sts-v1-test-511,0.7
boostcamp-sts-v1-test-512,0.1
boostcamp-sts-v1-test-513,1.4
boostcamp-sts-v1-test-514,1.1
boostcamp-sts-v1-test-515,0.2
boostcamp-sts-v1-test-516,1.7
boostcamp-sts-v1-test-517,1.3
boostcamp-sts-v1-test-518,4.3
boostcamp-sts-v1-test-519,0.5
boostcamp-sts-v1-test-520,0.2
boostcamp-sts-v1-test-521,2.4
boostcamp-sts-v1-test-522,1.3
boostcamp-sts-v1-test-523,2.7
boostcamp-sts-v1-test-524,1.5
boostcamp-sts-v1-test-525,3.3
boostcamp-sts-v1-test-526,1.6
boostcamp-sts-v1-test-527,0.4
boostcamp-sts-v1-test-528,1.7
boostcamp-sts-v1-test-529,4.3
boostcamp-sts-v1-test-530,4.2
boostcamp-sts-v1-test-531,0.7
boostcamp-sts-v1-test-532,0.0
boostcamp-sts-v1-test-533,0.9
boostcamp-sts-v1-test-534,1.2
boostcamp-sts-v1-test-535,4.2
boostcamp-sts-v1-test-536,3.8
boostcamp-sts-v1-test-537,3.9
boostcamp-sts-v1-test-538,1.1
boostcamp-sts-v1-test-539,0.8
boostcamp-sts-v1-test-540,1.0
boostcamp-sts-v1-test-541,4.1
boostcamp-sts-v1-test-542,3.0
boostcamp-sts-v1-test-543,0.7
boostcamp-sts-v1-test-544,1.7
boostcamp-sts-v1-test-545,2.6
boostcamp-sts-v1-test-546,4.5
boostcamp-sts-v1-test-547,4.3
boostcamp-sts-v1-test-548,2.8
boostcamp-sts-v1-test-549,1.9
boostcamp-sts-v1-test-550,1.0
boostcamp-sts-v1-test-551,0.2
boostcamp-sts-v1-test-552,3.1
boostcamp-sts-v1-test-553,2.5
boostcamp-sts-v1-test-554,4.2
boostcamp-sts-v1-test-555,3.5
boostcamp-sts-v1-test-556,0.8
boostcamp-sts-v1-test-557,1.4
boostcamp-sts-v1-test-558,2.1
boostcamp-sts-v1-test-559,0.8
boostcamp-sts-v1-test-560,4.3
boostcamp-sts-v1-test-561,4.1
boostcamp-sts-v1-test-562,0.6
boostcamp-sts-v1-test-563,1.8
boostcamp-sts-v1-test-564,1.0
boostcamp-sts-v1-test-565,3.5
boostcamp-sts-v1-test-566,3.5
boostcamp-sts-v1-test-567,3.8
boostcamp-sts-v1-test-568,3.6
boostcamp-sts-v1-test-569,4.3
boostcamp-sts-v1-test-570,1.6
boostcamp-sts-v1-test-571,2.3
boostcamp-sts-v1-test-572,2.0
boostcamp-sts-v1-test-573,2.0
boostcamp-sts-v1-test-574,2.2
boostcamp-sts-v1-test-575,4.0
boostcamp-sts-v1-test-576,4.2
boostcamp-sts-v1-test-577,0.2
boostcamp-sts-v1-test-578,0.9
boostcamp-sts-v1-test-579,3.1
boostcamp-sts-v1-test-580,3.6
boostcamp-sts-v1-test-581,0.1
boostcamp-sts-v1-test-582,0.3
boostcamp-sts-v1-test-583,4.2
boostcamp-sts-v1-test-584,0.2
boostcamp-sts-v1-test-585,4.0
boostcamp-sts-v1-test-586,3.2
boostcamp-sts-v1-test-587,0.5
boostcamp-sts-v1-test-588,4.2
boostcamp-sts-v1-test-589,0.8
boostcamp-sts-v1-test-590,2.2
boostcamp-sts-v1-test-591,3.1
boostcamp-sts-v1-test-592,2.1
boostcamp-sts-v1-test-593,3.9
boostcamp-sts-v1-test-594,4.2
boostcamp-sts-v1-test-595,0.4
boostcamp-sts-v1-test-596,3.9
boostcamp-sts-v1-test-597,3.6
boostcamp-sts-v1-test-598,2.7
boostcamp-sts-v1-test-599,2.4
boostcamp-sts-v1-test-600,1.4
boostcamp-sts-v1-test-601,3.6
boostcamp-sts-v1-test-602,4.6
boostcamp-sts-v1-test-603,3.2
boostcamp-sts-v1-test-604,4.2
boostcamp-sts-v1-test-605,0.2
boostcamp-sts-v1-test-606,2.1
boostcamp-sts-v1-test-607,2.1
boostcamp-sts-v1-test-608,0.0
boostcamp-sts-v1-test-609,2.1
boostcamp-sts-v1-test-610,4.0
boostcamp-sts-v1-test-611,4.1
boostcamp-sts-v1-test-612,3.7
boostcamp-sts-v1-test-613,0.6
boostcamp-sts-v1-test-614,0.9
boostcamp-sts-v1-test-615,3.6
boostcamp-sts-v1-test-616,3.4
boostcamp-sts-v1-test-617,3.2
boostcamp-sts-v1-test-618,3.6
boostcamp-sts-v1-test-619,0.8
boostcamp-sts-v1-test-620,1.0
boostcamp-sts-v1-test-621,2.5
boostcamp-sts-v1-test-622,2.0
boostcamp-sts-v1-test-623,3.3
boostcamp-sts-v1-test-624,4.1
boostcamp-sts-v1-test-625,0.2
boostcamp-sts-v1-test-626,3.7
boostcamp-sts-v1-test-627,4.4
boostcamp-sts-v1-test-628,3.1
boostcamp-sts-v1-test-629,0.2
boostcamp-sts-v1-test-630,0.5
boostcamp-sts-v1-test-631,1.0
boostcamp-sts-v1-test-632,1.0
boostcamp-sts-v1-test-633,3.4
boostcamp-sts-v1-test-634,0.2
boostcamp-sts-v1-test-635,1.0
boostcamp-sts-v1-test-636,2.0
boostcamp-sts-v1-test-637,0.4
boostcamp-sts-v1-test-638,4.2
boostcamp-sts-v1-test-639,4.1
boostcamp-sts-v1-test-640,2.6
boostcamp-sts-v1-test-641,4.0
boostcamp-sts-v1-test-642,1.8
boostcamp-sts-v1-test-643,2.7
boostcamp-sts-v1-test-644,2.7
boostcamp-sts-v1-test-645,0.2
boostcamp-sts-v1-test-646,4.1
boostcamp-sts-v1-test-647,3.2
boostcamp-sts-v1-test-648,0.4
boostcamp-sts-v1-test-649,1.5
boostcamp-sts-v1-test-650,4.0
boostcamp-sts-v1-test-651,1.7
boostcamp-sts-v1-test-652,4.0
boostcamp-sts-v1-test-653,0.4
boostcamp-sts-v1-test-654,1.5
boostcamp-sts-v1-test-655,1.2
boostcamp-sts-v1-test-656,4.4
boostcamp-sts-v1-test-657,0.4
boostcamp-sts-v1-test-658,0.8
boostcamp-sts-v1-test-659,4.3
boostcamp-sts-v1-test-660,4.0
boostcamp-sts-v1-test-661,0.2
boostcamp-sts-v1-test-662,3.3
boostcamp-sts-v1-test-663,3.6
boostcamp-sts-v1-test-664,1.2
boostcamp-sts-v1-test-665,0.8
boostcamp-sts-v1-test-666,0.9
boostcamp-sts-v1-test-667,3.3
boostcamp-sts-v1-test-668,2.1
boostcamp-sts-v1-test-669,4.1
boostcamp-sts-v1-test-670,2.4
boostcamp-sts-v1-test-671,4.0
boostcamp-sts-v1-test-672,2.4
boostcamp-sts-v1-test-673,4.2
boostcamp-sts-v1-test-674,1.4
boostcamp-sts-v1-test-675,3.6
boostcamp-sts-v1-test-676,2.6
boostcamp-sts-v1-test-677,1.7
boostcamp-sts-v1-test-678,4.3
boostcamp-sts-v1-test-679,3.5
boostcamp-sts-v1-test-680,1.5
boostcamp-sts-v1-test-681,0.9
boostcamp-sts-v1-test-682,2.0
boostcamp-sts-v1-test-683,4.1
boostcamp-sts-v1-test-684,3.0
boostcamp-sts-v1-test-685,3.0
boostcamp-sts-v1-test-686,3.5
boostcamp-sts-v1-test-687,4.1
boostcamp-sts-v1-test-688,4.3
boostcamp-sts-v1-test-689,1.3
boostcamp-sts-v1-test-690,3.9
boostcamp-sts-v1-test-691,3.9
boostcamp-sts-v1-test-692,0.0
boostcamp-sts-v1-test-693,4.3
boostcamp-sts-v1-test-694,1.9
boostcamp-sts-v1-test-695,4.1
boostcamp-sts-v1-test-696,2.2
boostcamp-sts-v1-test-697,3.5
boostcamp-sts-v1-test-698,4.0
